epoch,steps,cos_sim-Accuracy@1,cos_sim-Accuracy@3,cos_sim-Accuracy@5,cos_sim-Accuracy@10,cos_sim-Precision@1,cos_sim-Recall@1,cos_sim-Precision@3,cos_sim-Recall@3,cos_sim-Precision@5,cos_sim-Recall@5,cos_sim-Precision@10,cos_sim-Recall@10,cos_sim-MRR@10,cos_sim-NDCG@10,cos_sim-MAP@100,dot_score-Accuracy@1,dot_score-Accuracy@3,dot_score-Accuracy@5,dot_score-Accuracy@10,dot_score-Precision@1,dot_score-Recall@1,dot_score-Precision@3,dot_score-Recall@3,dot_score-Precision@5,dot_score-Recall@5,dot_score-Precision@10,dot_score-Recall@10,dot_score-MRR@10,dot_score-NDCG@10,dot_score-MAP@100
-1,-1,0.629918509895227,0.7380675203725262,0.769383003492433,0.8076833527357392,0.629918509895227,0.629918509895227,0.24602250679084203,0.7380675203725262,0.1538766006984866,0.769383003492433,0.08076833527357394,0.8076833527357392,0.6911826228357071,0.719448612717808,0.6953220765652576,0.6080325960419092,0.7249126891734575,0.7587892898719442,0.7962747380675204,0.6080325960419092,0.6080325960419092,0.24163756305781917,0.7249126891734575,0.15175785797438884,0.7587892898719442,0.07962747380675206,0.7962747380675204,0.6739255224790713,0.7036940945672546,0.6781839333373642
