epoch,steps,cos_sim-Accuracy@1,cos_sim-Accuracy@3,cos_sim-Accuracy@5,cos_sim-Accuracy@10,cos_sim-Precision@1,cos_sim-Recall@1,cos_sim-Precision@3,cos_sim-Recall@3,cos_sim-Precision@5,cos_sim-Recall@5,cos_sim-Precision@10,cos_sim-Recall@10,cos_sim-MRR@10,cos_sim-NDCG@10,cos_sim-MAP@100,dot_score-Accuracy@1,dot_score-Accuracy@3,dot_score-Accuracy@5,dot_score-Accuracy@10,dot_score-Precision@1,dot_score-Recall@1,dot_score-Precision@3,dot_score-Recall@3,dot_score-Precision@5,dot_score-Recall@5,dot_score-Precision@10,dot_score-Recall@10,dot_score-MRR@10,dot_score-NDCG@10,dot_score-MAP@100
-1,-1,0.4281722933643772,0.5627473806752037,0.6093131548311991,0.6650756693830034,0.4281722933643772,0.4281722933643772,0.1875824602250679,0.5627473806752037,0.12186263096623981,0.6093131548311991,0.06650756693830036,0.6650756693830034,0.5061765711329175,0.5445054800687945,0.511669801273743,0.09278230500582073,0.1608847497089639,0.19778812572759022,0.2451688009313155,0.09278230500582073,0.09278230500582073,0.053628249902987965,0.1608847497089639,0.03955762514551804,0.19778812572759022,0.024516880093131552,0.2451688009313155,0.1368856366760909,0.16253907823502645,0.14719444128255832
