epoch,steps,cos_sim-Accuracy@1,cos_sim-Accuracy@3,cos_sim-Accuracy@5,cos_sim-Accuracy@10,cos_sim-Precision@1,cos_sim-Recall@1,cos_sim-Precision@3,cos_sim-Recall@3,cos_sim-Precision@5,cos_sim-Recall@5,cos_sim-Precision@10,cos_sim-Recall@10,cos_sim-MRR@10,cos_sim-NDCG@10,cos_sim-MAP@100,dot_score-Accuracy@1,dot_score-Accuracy@3,dot_score-Accuracy@5,dot_score-Accuracy@10,dot_score-Precision@1,dot_score-Recall@1,dot_score-Precision@3,dot_score-Recall@3,dot_score-Precision@5,dot_score-Recall@5,dot_score-Precision@10,dot_score-Recall@10,dot_score-MRR@10,dot_score-NDCG@10,dot_score-MAP@100
-1,-1,0.5847497089639115,0.7026775320139698,0.739464493597206,0.7762514551804424,0.5847497089639115,0.5847497089639115,0.23422584400465657,0.7026775320139698,0.14789289871944122,0.739464493597206,0.07762514551804425,0.7762514551804424,0.6509028124249282,0.6814007858056301,0.6542465972976504,0.559953434225844,0.6849825378346915,0.7229336437718277,0.7655413271245635,0.559953434225844,0.559953434225844,0.2283275126115638,0.6849825378346915,0.14458672875436557,0.7229336437718277,0.07655413271245635,0.7655413271245635,0.6306998724984745,0.6634437853151094,0.6342839780309079
